Place,Bib,Name,Age_Group,Group_Rank,Class,Club,Swim,T1,Bike,T2,Run,Finish
1,120,Sam Cooney,M16-19,1,Open,,14:33,0:00,41:36,0:25,20:23,1:16:59
2,107,John O Connell,M40-44,2,Open,,15:18,0:54,38:56,0:40,22:44,1:18:34
3,116,Ross O'Sullivan,M35-39,3,Open,,14:16,0:48,41:31,0:32,23:54,1:21:04
4,180,Tim Mackey,M45-49,4,Open,,14:16,2:26,43:07,0:51,21:50,1:22:32
5,165,Maura Barry,F40-44,1,Female,,18:29,1:21,40:52,1:12,21:43,1:23:39
6,126,Martin Bohane,M50-54,5,Open,,17:17,0:44,42:01,0:40,23:29,1:24:13
7,115,Eric Dunlea,M40-44,6,Open,,17:48,1:30,42:39,0:51,22:30,1:25:20
8,119,Austin Cooney,M50-54,7,Open,,17:56,2:06,41:37,0:44,24:38,1:27:02
9,171,Dermot Pierse,M20-24,8,Open,,16:13,1:35,46:30,0:49,23:12,1:28:21
10,114,John Magner,M40-44,9,Open,,19:07,1:47,44:15,0:25,23:25,1:29:02
11,149,Radomir Ivanov,M40-44,10,Open,,17:38,2:31,45:49,1:03,22:00,1:29:03
12,143,Linda O sullivan,F55-59,2,Female,,20:24,2:06,43:56,0:23,22:23,1:29:15
13,153,Enda Sheehy,M45-49,11,Open,,18:54,1:41,43:34,0:36,24:28,1:29:16
14,106,Adrian JP Byrne,M70-74,12,Open,,17:35,1:10,44:09,0:48,26:21,1:30:04
15,172,Brendan O'Brien,M55-59,13,Open,,20:18,1:31,44:49,0:42,23:51,1:31:14
16,157,Mark O'Connor,M40-44,14,Open,,21:13,2:06,42:42,1:00,24:40,1:31:43
17,177,John Gilmartin,M40-44,15,Open,,18:23,1:28,46:55,1:13,23:49,1:31:50
18,129,Karen Gillman,F25-29,3,Female,,17:59,1:14,47:50,0:50,25:08,1:33:03
19,138,Will Adams,M25-29,16,Open,,20:11,2:44,45:36,0:35,24:17,1:33:25
20,178,Ciara Kennedy,F30-34,4,Female,,16:42,1:40,48:21,0:51,25:50,1:33:26
21,176,Neil Dineen,M50-54,17,Open,,21:53,2:14,46:02,0:45,23:29,1:34:25
22,166,Patrick O'Connell,M45-49,18,Open,,17:52,1:55,47:31,1:17,27:08,1:35:46
23,118,Igor Krno,M45-49,19,Open,,16:46,2:14,46:26,0:31,30:17,1:36:16
24,154,Billy Breen,M40-44,20,Open,,20:43,2:02,48:00,1:15,26:02,1:38:04
25,140,Alan O Connor,M50-54,21,Open,,20:01,1:28,49:35,1:07,26:44,1:38:57
26,151,John Donovan,M45-49,22,Open,,17:03,1:55,50:28,0:45,29:10,1:39:23
27,158,John Kennedy,M45-49,23,Open,,18:36,1:53,50:27,0:53,28:51,1:40:41
28,100,Roland Ujbanyi,M35-39,24,Open,,20:01,3:26,51:42,1:26,24:27,1:41:04
29,137,John Small,M50-54,25,Open,,18:06,2:11,53:29,1:12,26:17,1:41:17
30,117,Mark O Rourke,M40-44,26,Open,,20:33,2:06,50:17,0:48,27:45,1:41:31
31,169,James Fahy,M20-24,27,Open,,17:10,2:06,54:28,0:57,27:46,1:42:30
32,162,John Mannix,M45-49,28,Open,,20:17,1:10,50:44,0:42,31:32,1:44:27
33,127,Pat O'Sullivan,M60-64,29,Open,,22:52,1:58,51:04,1:19,28:58,1:46:12
34,147,David Triglia,M50-54,30,Open,,18:10,1:33,52:56,1:11,32:28,1:46:21
35,111,Danielle Bergin,F25-29,5,Female,,10:17,4:36,1:02:31,1:41,27:40,1:46:47
36,148,Helen Wiltshire,F50-54,6,Female,,22:14,1:12,52:01,0:51,30:46,1:47:05
37,131,Luke Dempsey,M35-39,31,Open,,22:00,3:20,54:20,1:15,27:05,1:48:02
38,133,Thiago Silva,M30-34,32,Open,,18:40,2:37,55:06,0:42,31:06,1:48:13
39,164,Aoife Lynch,F20-24,7,Female,,19:54,1:05,53:43,1:15,32:30,1:48:29
