Place,Bib,Name,Age_Group,Group_Rank,Class,Club,Swim,T1,Bike,T2,Run,Finish
1,1,Enda Bagnall,M45-49,1,Open,,33:48,3:30,2:41:35,1:16,1:24:11,4:44:22
2,40,Michael Bruton,M30-34,2,Open,,31:59,1:37,2:57:10,1:49,1:17:24,4:50:02
3,60,Donal Mongey,M25-29,3,Open,,35:21,1:15,2:44:33,0:24,1:30:34,4:52:09
4,33,Paul Ogle,M40-44,4,Open,,33:13,1:40,2:53:11,0:54,1:35:18,5:04:19
5,91,Ronan Potterton,M25-29,5,Open,,35:39,2:01,2:55:55,0:45,1:31:33,5:05:55
6,19,Chris Kelly,M35-39,6,Open,,41:58,3:30,2:50:50,1:42,1:31:08,5:09:10
7,97,Gerald Troy,M45-49,7,Open,,43:33,3:30,2:49:13,1:49,1:35:08,5:13:14
8,122,Micheal Costello,M25-29,8,Open,,39:11,3:08,3:06:23,1:59,1:24:36,5:15:19
9,225,David Spring,M35-39,9,Open,,40:59,3:31,2:52:04,2:23,1:39:04,5:18:02
10,67,Patrick Quinn,M40-44,10,Open,,37:29,1:49,3:02:34,1:09,1:35:31,5:18:34
11,137,David Sheedy,M30-34,11,Open,,36:13,2:07,2:58:47,1:25,1:40:18,5:18:51
12,165,David Boyle,M35-39,12,Open,,43:31,3:27,3:02:34,1:46,1:28:00,5:19:20
13,127,Joe Hand,M25-29,13,Open,,37:50,2:56,3:07:14,1:22,1:31:14,5:20:38
14,78,Ben Hennessy,M20-24,14,Open,,35:34,2:13,3:09:46,1:46,1:36:32,5:25:55
15,21,Michael Keogh,M40-44,15,Open,,40:04,3:30,2:57:32,1:51,1:44:08,5:27:07
16,103,Ben Hickey,M35-39,16,Open,,38:20,2:43,3:07:34,1:52,1:39:51,5:30:21
17,24,Matej Ludvik,M35-39,17,Open,,40:45,2:13,3:01:30,1:17,1:45:34,5:31:21
18,185,Vincent Galvin,M45-49,18,Open,,37:30,3:30,3:04:00,1:51,1:45:19,5:32:12
19,35,Richard Pierce,M30-34,19,Open,,38:40,3:09,3:08:32,1:39,1:40:38,5:32:40
20,214,Danny O Sullivan,M35-39,20,Open,,37:54,4:08,3:08:22,2:05,1:43:12,5:35:44
21,114,Stephen Murphy,M40-44,21,Open,,38:45,3:15,2:59:53,2:45,1:57:39,5:42:19
22,196,Marcin Kosc,M40-44,22,Open,,38:53,2:08,3:10:48,2:00,1:48:36,5:42:27
23,145,Paddy Potterton,M30-34,23,Open,,37:58,2:12,3:11:31,1:15,1:49:49,5:42:47
24,4,Paul Coughlan,M45-49,24,Open,,40:10,2:44,3:04:54,1:16,1:55:39,5:44:46
25,71,Stephen Short,M45-49,25,Open,,48:18,3:30,3:11:10,1:09,1:41:46,5:45:55
26,5,James Crowley,M35-39,26,Open,,41:40,2:58,3:05:37,2:21,1:55:27,5:48:05
27,197,Yvonne Loughran,F35-39,1,Female,,37:02,3:30,3:18:03,1:22,1:48:58,5:48:58
28,226,Ernest Suleymanov,M45-49,27,Open,,42:14,3:19,2:55:32,2:24,2:06:02,5:49:34
29,133,Peter McGuigan McGuigan,M25-29,28,Open,,37:02,3:30,3:17:34,2:38,1:49:45,5:50:31
30,59,Tim Mackey,M40-44,29,Open,,33:40,3:30,3:20:52,0:29,1:55:35,5:54:09
31,104,Thomas Lalor,M35-39,30,Open,,49:53,3:30,3:19:31,1:29,1:40:58,5:55:24
32,169,Ross Byrne,M25-29,31,Open,,55:28,3:44,3:15:35,1:45,1:38:50,5:55:25
